Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
10-Jul-24,EQ,"1,015.00","1,019.85",986.05,"1,014.95","1,004.30","1,005.50","1,006.58","1,065.60",593.3,"1,34,12,206","13,50,04,45,675.60","2,66,731"
11-Jul-24,EQ,"1,008.00","1,025.50","1,007.05","1,005.50","1,021.20","1,020.80","1,020.12","1,065.60",593.3,"1,19,83,571","12,22,47,30,348.70","2,62,202"
12-Jul-24,EQ,"1,023.85","1,025.90","1,015.00","1,020.80","1,018.20","1,016.75","1,020.26","1,065.60",593.3,"73,39,644","7,48,83,35,702.40","1,77,026"
15-Jul-24,EQ,"1,021.35","1,029.80","1,017.30","1,016.75","1,024.50","1,024.45","1,025.55","1,065.60",593.3,"58,47,333","5,99,67,56,146.45","1,59,747"
16-Jul-24,EQ,"1,025.50","1,029.60","1,019.20","1,024.45","1,020.00","1,021.15","1,023.51","1,065.60",593.3,"48,24,555","4,93,79,99,824.75","1,12,175"
18-Jul-24,EQ,"1,022.95","1,027.00","1,008.00","1,021.15","1,025.00","1,024.55","1,019.04","1,065.60",593.3,"80,10,324","8,16,28,46,376.75","2,27,199"
19-Jul-24,EQ,"1,024.00","1,024.00",986.65,"1,024.55",990.8,990,"1,002.41","1,065.60",593.3,"74,00,178","7,41,80,29,167.70","2,22,285"
22-Jul-24,EQ,990,"1,008.00",976.55,990,"1,003.90","1,003.15",996.51,"1,065.60",593.3,"73,96,198","7,37,03,49,634.00","1,84,710"
23-Jul-24,EQ,"1,007.90","1,008.65",967.2,"1,003.15","1,001.00","1,001.80",996.08,"1,065.60",593.3,"1,03,84,177","10,34,34,74,615.85","2,78,738"
24-Jul-24,EQ,997.8,"1,034.25",995.15,"1,001.80","1,026.45","1,027.70","1,024.27","1,065.60",593.3,"1,14,69,098","11,74,74,66,151.50","2,53,508"
25-Jul-24,EQ,"1,029.00","1,094.00","1,024.35","1,027.70","1,089.05","1,090.95","1,072.70","1,094.00",593.3,"3,27,66,835","35,14,88,51,986.10","6,43,962"
26-Jul-24,EQ,"1,111.95","1,120.50","1,083.60","1,090.95","1,116.05","1,118.30","1,102.42","1,120.50",593.3,"2,12,32,845","23,40,75,96,444.55","3,50,076"
29-Jul-24,EQ,"1,124.00","1,139.90","1,118.60","1,118.30","1,124.00","1,124.00","1,126.98","1,139.90",593.3,"1,18,50,624","13,35,53,95,151.85","2,40,071"
30-Jul-24,EQ,"1,125.80","1,179.00","1,118.60","1,124.00","1,162.00","1,161.85","1,159.58","1,179.00",593.3,"2,85,92,304","33,15,49,78,461.75","4,79,248"
31-Jul-24,EQ,"1,164.00","1,167.90","1,145.30","1,161.85","1,159.00","1,156.65","1,155.71","1,179.00",593.3,"1,08,60,623","12,55,17,38,775.95","2,76,733"
1-Aug-24,EQ,"1,167.00","1,176.00","1,136.50","1,156.65","1,142.65","1,144.40","1,152.27","1,179.00",593.3,"1,43,75,948","16,56,50,40,996.00","3,15,403"
2-Aug-24,EQ,"1,120.00","1,120.00","1,090.05","1,144.40","1,095.00","1,096.65","1,102.36","1,179.00",593.3,"2,19,67,812","24,21,64,06,152.15","5,21,622"
5-Aug-24,EQ,"1,059.95","1,065.00","1,014.05","1,096.65","1,015.45","1,016.45","1,034.68","1,179.00",593.3,"2,66,51,144","27,57,54,30,534.50","7,74,396"
6-Aug-24,EQ,"1,030.00","1,060.65","1,008.40","1,016.45","1,018.55","1,013.75","1,032.34","1,179.00",593.3,"1,67,26,393","17,26,74,02,640.30","5,29,099"
7-Aug-24,EQ,"1,036.05","1,040.20","1,015.05","1,013.75","1,027.00","1,025.30","1,022.17","1,179.00",593.3,"99,78,703","10,19,99,27,148.55","2,70,211"
8-Aug-24,EQ,"1,034.95","1,056.40","1,027.00","1,025.30","1,042.00","1,041.75","1,043.95","1,179.00",593.3,"1,95,29,790","20,38,81,69,431.55","3,98,999"
9-Aug-24,EQ,"1,055.00","1,082.95","1,052.05","1,041.75","1,071.00","1,068.10","1,070.33","1,179.00",593.3,"1,54,43,008","16,52,91,64,246.20","4,03,926"
12-Aug-24,EQ,"1,065.00","1,079.90","1,055.00","1,068.10","1,075.40","1,076.15","1,074.62","1,179.00",593.3,"1,13,11,050","12,15,51,20,942.60","2,83,848"
13-Aug-24,EQ,"1,074.85","1,075.50","1,048.20","1,076.15","1,056.35","1,053.45","1,058.44","1,179.00",593.3,"75,08,231","7,94,69,93,629.20","2,56,317"
14-Aug-24,EQ,"1,057.00","1,067.05","1,047.00","1,053.45","1,062.85","1,062.35","1,059.22","1,179.00",593.3,"82,11,830","8,69,81,60,597.85","3,38,678"
16-Aug-24,EQ,"1,072.00","1,099.95","1,070.00","1,062.35","1,098.00","1,098.35","1,088.94","1,179.00",593.3,"1,14,35,650","12,45,27,12,625.80","3,59,319"
19-Aug-24,EQ,"1,105.90","1,107.00","1,085.00","1,098.35","1,090.00","1,087.70","1,091.34","1,179.00",593.3,"69,11,441","7,54,27,57,858.80","2,15,413"
20-Aug-24,EQ,"1,097.00","1,098.05","1,082.05","1,087.70","1,087.00","1,086.90","1,086.98","1,179.00",593.3,"56,25,723","6,11,50,56,870.40","1,52,463"
21-Aug-24,EQ,"1,089.00","1,095.30","1,083.30","1,086.90","1,086.85","1,085.20","1,087.29","1,179.00",593.3,"48,69,876","5,29,49,53,041.10","1,40,012"
22-Aug-24,EQ,"1,090.00","1,094.75","1,064.95","1,085.20","1,072.00","1,068.45","1,073.05","1,179.00",593.3,"93,77,476","10,06,24,58,859.25","2,13,793"
23-Aug-24,EQ,"1,073.00","1,092.60","1,071.00","1,068.45","1,085.35","1,085.15","1,084.19","1,179.00",593.3,"1,01,79,655","11,03,66,65,762.20","2,12,611"
26-Aug-24,EQ,"1,089.00","1,103.35","1,082.85","1,085.15","1,094.40","1,092.40","1,095.15","1,179.00",599.05,"94,15,039","10,31,08,60,261.90","2,06,672"
27-Aug-24,EQ,"1,093.05","1,096.65","1,075.00","1,092.40","1,079.90","1,077.25","1,083.48","1,179.00",599.05,"88,13,305","9,54,90,07,082.90","1,88,735"
28-Aug-24,EQ,"1,082.95","1,088.70","1,070.10","1,077.25","1,073.80","1,074.55","1,078.20","1,179.00",599.05,"81,45,376","8,78,23,38,142.85","1,45,258"
29-Aug-24,EQ,"1,079.05","1,142.00","1,066.00","1,074.55","1,112.90","1,121.65","1,109.08","1,179.00",599.05,"4,06,58,159","45,09,30,83,295.55","4,10,027"
30-Aug-24,EQ,"1,113.95","1,115.00","1,097.45","1,121.65","1,109.00","1,111.35","1,109.49","1,179.00",599.05,"1,76,47,545","19,57,97,98,333.80","2,76,947"
2-Sep-24,EQ,"1,105.00","1,105.00","1,087.35","1,111.35","1,093.00","1,092.65","1,094.25","1,179.00",605.6,"81,16,675","8,88,17,10,477.65","2,06,392"
3-Sep-24,EQ,"1,097.60","1,100.00","1,082.20","1,092.65","1,086.55","1,085.10","1,089.20","1,179.00",605.6,"50,88,731","5,54,26,59,967.15","1,64,019"
4-Sep-24,EQ,"1,079.00","1,085.00","1,072.10","1,085.10","1,081.00","1,080.45","1,078.18","1,179.00",605.6,"46,65,908","5,03,06,80,535.70","1,40,011"
5-Sep-24,EQ,"1,081.00","1,085.85","1,066.95","1,080.45","1,068.70","1,069.15","1,074.87","1,179.00",605.6,"79,00,593","8,49,20,90,556.35","2,24,556"
6-Sep-24,EQ,"1,068.80","1,072.95","1,040.50","1,069.15","1,050.65","1,049.35","1,051.98","1,179.00",605.6,"87,17,377","9,17,04,90,006.70","3,07,427"
9-Sep-24,EQ,"1,049.35","1,049.95","1,026.25","1,049.35","1,040.80","1,038.70","1,035.04","1,179.00",608.3,"72,06,054","7,45,85,38,437.00","2,50,411"
10-Sep-24,EQ,"1,049.00","1,049.00","1,032.20","1,038.70","1,035.00","1,035.80","1,038.72","1,179.00",608.3,"69,19,238","7,18,71,65,122.00","2,54,751"
11-Sep-24,EQ,"1,000.00","1,011.55",971.25,"1,035.80",976.4,976.3,983.79,"1,179.00",608.3,"3,61,40,411","35,55,45,73,915.35","10,60,328"
12-Sep-24,EQ,976.3,988,958,976.3,984,986.15,973.48,"1,179.00",608.3,"2,56,75,836","24,99,48,36,924.25","6,12,687"
13-Sep-24,EQ,994.9,"1,006.00",988,986.15,991.85,992.1,994.82,"1,179.00",608.3,"1,32,03,676","13,13,53,30,656.10","3,30,078"
16-Sep-24,EQ,997,999.9,984.5,992.1,988.45,988.4,990.38,"1,179.00",608.3,"58,36,274","5,78,01,10,599.55","1,89,546"
17-Sep-24,EQ,995,995,960,988.4,975,974.95,969.17,"1,179.00",608.3,"4,45,16,613","43,14,40,98,335.60","5,18,729"
18-Sep-24,EQ,978.2,983.7,957.15,974.95,959.2,962.05,968.76,"1,179.00",608.3,"1,20,44,431","11,66,81,31,471.45","2,41,634"
19-Sep-24,EQ,970.4,978.95,956.35,962.05,969.95,967,966.21,"1,179.00",608.3,"1,34,66,770","13,01,17,04,761.55","3,18,723"
20-Sep-24,EQ,967,977.5,949.2,967,971.3,970.85,968.78,"1,179.00",608.3,"1,67,64,981","16,24,15,31,315.75","3,45,069"
23-Sep-24,EQ,973.5,979.2,966.05,970.85,972.3,971.8,972.23,"1,179.00",608.3,"1,02,54,297","9,96,95,67,890.40","2,60,064"
24-Sep-24,EQ,974,985,972.6,971.8,976.95,977.3,977.93,"1,179.00",608.3,"1,27,55,422","12,47,39,06,842.30","3,69,601"
25-Sep-24,EQ,982.4,982.5,959.25,977.3,964,963.6,965.11,"1,179.00",608.3,"1,29,59,075","12,50,69,01,289.00","4,83,047"
26-Sep-24,EQ,970.8,994.95,965.6,963.6,990.9,993.15,984.31,"1,179.00",608.3,"2,16,40,021","21,30,05,73,909.50","4,11,197"
27-Sep-24,EQ,996,"1,000.40",989.15,993.15,989.9,993,994.16,"1,179.00",608.3,"1,03,60,030","10,29,95,08,735.85","3,02,339"
30-Sep-24,EQ,993,996.95,971.8,993,975.8,974.65,979.12,"1,179.00",608.3,"1,22,25,895","11,97,06,75,193.80","3,75,285"
1-Oct-24,EQ,976.9,984.5,958.9,974.65,966.4,965.2,972.72,"1,179.00",608.3,"1,00,85,203","9,81,00,98,380.40","2,47,160"
3-Oct-24,EQ,939,950.15,925,965.2,928.8,925.7,934.51,"1,179.00",608.3,"2,44,18,517","22,81,93,00,079.70","8,67,561"
4-Oct-24,EQ,930,949.2,920,925.7,933.55,930.75,934.22,"1,179.00",608.3,"1,91,87,758","17,92,56,20,904.35","4,64,043"
7-Oct-24,EQ,942,944.45,915,930.75,928.3,927.85,929.05,"1,179.00",613.7,"1,17,72,546","10,93,72,92,703.65","3,49,818"
8-Oct-24,EQ,916,924.8,893.85,927.85,924.8,919.8,909.63,"1,179.00",613.7,"2,11,77,886","19,26,40,94,909.95","5,81,422"
9-Oct-24,EQ,926.8,948.45,925.5,919.8,939,939.15,941.16,"1,179.00",613.7,"1,15,57,737","10,87,76,73,698.75","3,17,263"
10-Oct-24,EQ,933.75,943.6,912.35,939.15,930.6,928.5,932.19,"1,179.00",613.7,"1,32,49,851","12,35,14,00,535.90","3,50,137"
11-Oct-24,EQ,932,937,928.5,928.5,931.4,930.7,932.01,"1,179.00",613.7,"44,59,529","4,15,63,04,745.40","1,51,010"
14-Oct-24,EQ,930,940,925.35,930.7,929,928.25,932.68,"1,179.00",621.85,"57,40,649","5,35,42,15,635.85","2,07,829"
15-Oct-24,EQ,932.95,935.35,913,928.25,918.9,917.3,920.38,"1,179.00",621.85,"90,58,919","8,33,76,24,875.65","2,81,499"
16-Oct-24,EQ,917.05,923,900,917.3,906.15,907.45,909.4,"1,179.00",621.85,"1,02,98,258","9,36,52,10,713.50","3,70,552"
17-Oct-24,EQ,914.95,914.95,890.05,907.45,894.3,891.6,899.88,"1,179.00",621.85,"1,38,64,583","12,47,64,79,509.40","5,52,996"
18-Oct-24,EQ,894.3,917.7,886.8,891.6,911,910.15,906.85,"1,179.00",621.85,"1,15,27,914","10,45,40,74,347.95","3,00,927"
21-Oct-24,EQ,912.05,917.65,898.1,910.15,902.75,903.3,905.03,"1,179.00",621.85,"73,90,557","6,68,86,54,541.95","2,04,274"
22-Oct-24,EQ,905,906.1,875.25,903.3,881.5,879.5,886.02,"1,179.00",621.85,"1,36,17,490","12,06,54,21,624.50","5,32,014"
23-Oct-24,EQ,879,885.6,863.3,879.5,876,877.65,876.37,"1,179.00",621.85,"1,05,53,771","9,24,89,88,266.30","3,56,148"
24-Oct-24,EQ,875.25,890,875.25,877.65,880.5,880,882.7,"1,179.00",621.85,"72,33,484","6,38,50,16,045.35","2,86,907"
25-Oct-24,EQ,883.9,885.75,857.3,880,864.05,864.3,865.79,"1,179.00",621.85,"1,08,73,022","9,41,37,79,457.85","3,79,450"
28-Oct-24,EQ,867.85,886.75,860.2,864.3,881.9,878.45,876.38,"1,179.00",621.85,"71,06,045","6,22,75,76,352.30","2,03,043"
29-Oct-24,EQ,880.25,882.5,825.7,878.45,844,842.75,843.06,"1,179.00",621.85,"2,68,18,871","22,60,98,93,023.45","7,26,757"
30-Oct-24,EQ,846,853.6,838.05,842.75,840,840.2,845.85,"1,179.00",621.85,"1,29,33,218","10,93,96,24,878.40","3,28,464"
31-Oct-24,EQ,843.85,843.85,831.85,840.2,835.25,834.05,835.59,"1,179.00",621.85,"1,19,04,413","9,94,71,96,716.70","2,87,659"
1-Nov-24,EQ,847.95,847.95,840,834.05,843.1,843.45,844.54,"1,179.00",621.85,"29,00,548","2,44,96,18,401.30","1,34,792"
4-Nov-24,EQ,840,844.45,814.5,843.45,824.2,824.1,822.77,"1,179.00",641.9,"1,55,14,419","12,76,47,67,992.30","4,67,713"
5-Nov-24,EQ,821.5,843.6,820.4,824.1,835.6,835.65,832.4,"1,179.00",641.9,"1,02,15,249","8,50,31,92,983.75","2,55,937"
6-Nov-24,EQ,843.9,843.9,826,835.65,840.5,839.7,836.11,"1,179.00",641.9,"1,05,79,596","8,84,57,13,534.70","2,73,406"
7-Nov-24,EQ,841,842.75,817.3,839.7,821.8,819.75,826.73,"1,179.00",641.9,"1,32,37,161","10,94,35,75,455.95","3,81,746"
8-Nov-24,EQ,821.95,822,801.1,819.75,803.55,805.45,807.29,"1,179.00",641.9,"1,60,72,692","12,97,52,78,301.60","4,78,152"
11-Nov-24,EQ,801,831.45,792,805.45,805,804.7,816.67,"1,179.00",649.3,"2,75,87,619","22,52,99,43,363.60","5,75,463"
12-Nov-24,EQ,806,813.1,783.05,804.7,784.75,784.85,792.6,"1,179.00",649.3,"1,65,26,921","13,09,92,59,115.85","5,94,079"
13-Nov-24,EQ,787,792.65,775.55,784.85,786.85,786.25,785.62,"1,179.00",649.3,"1,46,74,022","11,52,82,10,756.95","3,91,032"
14-Nov-24,EQ,786.6,792,772,786.25,776,774.3,779.43,"1,179.00",649.3,"1,17,40,909","9,15,12,58,844.20","3,13,693"
18-Nov-24,EQ,778,781.75,759.2,774.3,772.5,771.9,770.6,"1,179.00",670.7,"1,70,53,446","13,14,13,59,276.30","4,19,815"
19-Nov-24,EQ,771.9,799.9,771.9,771.9,781.95,783.2,790.2,"1,179.00",670.7,"1,40,12,014","11,07,23,36,524.20","2,79,101"
21-Nov-24,EQ,784.95,785.95,766.25,783.2,774,773.85,775.95,"1,179.00",670.7,"1,41,94,678","11,01,43,64,694.60","3,19,937"
22-Nov-24,EQ,775,794,775,773.85,794,791,784.59,"1,179.00",670.7,"1,45,35,112","11,40,41,08,458.45","3,00,768"
25-Nov-24,EQ,808.05,810.2,793.65,791,797.4,796.6,799.7,"1,179.00",674.25,"1,51,94,167","12,15,07,25,002.25","2,63,327"
26-Nov-24,EQ,797.15,801.8,780.15,796.6,784.2,783,789.35,"1,179.00",674.25,"1,03,10,838","8,13,88,74,098.80","2,27,912"
27-Nov-24,EQ,785.05,791.9,779.1,783,785.2,783.95,785.34,"1,179.00",674.25,"1,00,14,685","7,86,49,75,782.45","2,00,451"
28-Nov-24,EQ,783,792.55,778,783.95,781.5,779.45,784.58,"1,179.00",674.25,"1,09,39,142","8,58,26,55,140.35","2,72,953"
29-Nov-24,EQ,779.5,789.4,777.05,779.45,787.35,786.45,784.67,"1,179.00",674.25,"1,03,58,590","8,12,80,34,685.40","2,15,035"
2-Dec-24,EQ,787.3,796.75,785,786.45,790.15,790.05,790.4,"1,179.00",696.25,"84,25,826","6,65,97,78,913.05","2,17,075"
3-Dec-24,EQ,795,806,790,790.05,800.1,801.25,798.05,"1,179.00",696.25,"98,74,135","7,88,00,14,721.85","2,27,850"
4-Dec-24,EQ,805,806,784.05,801.25,788.2,788.1,791.95,"1,179.00",696.25,"1,23,92,259","9,81,41,07,207.20","3,80,565"
5-Dec-24,EQ,793,797.5,781,788.1,793,792.55,789.55,"1,179.00",696.25,"1,21,69,428","9,60,83,76,767.00","2,65,144"
6-Dec-24,EQ,793,818.85,785.3,792.55,818,816.8,802.57,"1,179.00",696.25,"1,97,16,910","15,82,41,15,624.45","3,47,712"
9-Dec-24,EQ,816.8,820.35,797,816.8,799.7,798.75,807.57,"1,179.00",696.25,"1,55,73,233","12,57,65,11,030.35","3,08,424"
10-Dec-24,EQ,804.8,810.45,797.45,798.75,801,799.9,803.15,"1,179.00",696.25,"1,31,13,082","10,53,18,11,972.20","2,34,736"
11-Dec-24,EQ,802.9,806.95,798.2,799.9,799.45,799.1,802.54,"1,179.00",696.25,"77,63,357","6,23,03,91,478.45","1,59,000"
12-Dec-24,EQ,799.2,802,785.5,799.1,787,786.35,789.09,"1,179.00",696.25,"1,06,02,758","8,36,65,47,282.55","2,84,424"
13-Dec-24,EQ,789,792.5,775,786.35,790.7,790.3,784.9,"1,179.00",696.25,"1,41,01,869","11,06,86,20,355.75","3,54,253"
16-Dec-24,EQ,791.4,793.95,783,790.3,785.3,784.8,786.38,"1,179.00",696.25,"1,00,15,361","7,87,58,43,805.30","1,99,508"
17-Dec-24,EQ,785.5,796.35,778,784.8,779.9,779.75,786.01,"1,179.00",696.25,"1,02,70,253","8,07,24,87,554.55","2,29,057"
18-Dec-24,EQ,774,774.25,754,779.75,757,755.7,761.07,"1,179.00",696.25,"1,90,85,263","14,52,52,65,872.00","5,08,261"
19-Dec-24,EQ,744.45,755.8,741.4,755.7,745.75,744.05,746.59,"1,179.00",696.25,"1,71,19,599","12,78,13,07,371.65","3,77,991"
20-Dec-24,EQ,744.3,749.55,721.5,744.05,724.3,724.05,732.88,"1,179.00",696.25,"1,79,62,656","13,16,44,23,074.60","4,14,949"
23-Dec-24,EQ,733.7,734.4,717.7,724.05,721.5,722.2,726.35,"1,179.00",716.6,"96,53,868","7,01,20,91,746.00","2,93,999"
24-Dec-24,EQ,723.5,745.3,722.5,722.2,735.1,736.1,736.4,"1,179.00",716.6,"1,25,53,555","9,24,43,95,622.15","2,66,530"
26-Dec-24,EQ,736.1,747.8,735.55,736.1,741.5,740.8,741.74,"1,179.00",716.6,"93,43,210","6,93,02,28,321.90","2,35,149"
27-Dec-24,EQ,749,766.85,745.7,740.8,754,750.5,756.69,"1,179.00",716.6,"1,58,35,079","11,98,23,00,186.70","3,16,642"
30-Dec-24,EQ,753.9,754.9,730.7,750.5,735.25,733.65,738.19,"1,179.00",717.7,"1,74,41,198","12,87,48,56,448.75","2,76,286"
31-Dec-24,EQ,733.65,743.4,732.75,733.65,741.8,740.15,738.63,"1,179.00",717.7,"70,92,699","5,23,88,65,078.95","1,76,250"
1-Jan-25,EQ,740.45,751.1,736,740.15,749.85,749.25,744.36,"1,179.00",717.7,"77,92,251","5,80,02,28,118.15","1,70,318"
2-Jan-25,EQ,759.3,767.35,749.35,749.25,764.85,765.05,757.34,"1,179.00",717.7,"1,52,94,572","11,58,31,98,011.40","3,06,615"
3-Jan-25,EQ,768,800.6,761.45,765.05,789,790.4,786.86,"1,179.00",717.7,"2,47,73,025","19,49,27,97,930.80","4,57,866"
6-Jan-25,EQ,797.7,797.7,765.3,790.4,776,776.25,783.03,"1,179.00",717.7,"1,69,48,151","13,27,09,05,837.25","3,58,878"
7-Jan-25,EQ,776,796.95,772.5,776.25,792.5,793.25,787.61,"1,179.00",717.7,"1,55,47,971","12,24,56,78,232.50","3,14,304"
8-Jan-25,EQ,792.6,797,781.65,793.25,795.5,794.95,789.86,"1,179.00",717.7,"1,18,61,066","9,36,86,07,134.30","2,55,679"
9-Jan-25,EQ,800,810,769.45,794.95,781.4,780.1,784.85,"1,179.00",717.7,"1,79,48,464","14,08,69,40,933.35","3,66,805"
10-Jan-25,EQ,780.05,787.95,766.8,780.1,776.5,774.65,778.29,"1,179.00",717.7,"1,11,44,005","8,67,32,68,253.45","2,74,052"
13-Jan-25,EQ,769,773.55,748.8,774.65,750.6,751,760.91,"1,179.00",717.7,"1,22,30,175","9,30,61,20,971.50","3,05,264"
14-Jan-25,EQ,751.5,779,751.5,751,772.3,770.5,772.37,"1,179.00",717.7,"1,13,77,053","8,78,72,40,473.25","2,77,895"
15-Jan-25,EQ,771,785,756.05,770.5,763,763.6,766.16,"1,179.00",717.7,"1,05,00,910","8,04,54,21,842.20","2,49,215"
16-Jan-25,EQ,769.9,781,767.35,763.6,775.45,774.35,775.08,"1,179.00",717.7,"86,80,163","6,72,77,85,831.25","1,91,171"
17-Jan-25,EQ,773.9,785.5,772.25,774.35,779.9,779.75,779.92,"1,179.00",717.7,"70,07,239","5,46,50,86,692.60","1,46,024"
20-Jan-25,EQ,780,783,767,779.75,773.95,774.35,774.11,"1,179.00",717.7,"99,56,101","7,70,71,54,628.95","1,79,913"
21-Jan-25,EQ,775,786.65,758.4,774.35,761,760.75,770.74,"1,179.00",717.7,"1,16,57,178","8,98,46,60,555.80","2,85,590"
22-Jan-25,EQ,764.15,765.45,731,760.75,744.35,742.75,742.63,"1,179.00",717.7,"1,24,18,474","9,22,23,25,023.80","3,57,913"
23-Jan-25,EQ,742.75,759.7,739.8,742.75,753,752.5,751.71,"1,179.00",717.7,"79,16,689","5,95,10,70,317.85","2,02,401"
24-Jan-25,EQ,750.05,754.15,732.2,752.5,733.4,734.1,740.71,"1,179.00",717.7,"95,13,166","7,04,64,64,980.20","2,11,930"
27-Jan-25,EQ,732.95,732.95,709.3,734.1,713,713.05,718.46,"1,179.00",709.3,"1,41,23,990","10,14,74,95,359.60","3,35,720"
28-Jan-25,EQ,716.5,740.85,707.5,713.05,731.9,728.25,724.61,"1,179.00",707.5,"1,61,04,653","11,66,95,90,702.95","3,20,748"
29-Jan-25,EQ,731.5,755,726.55,728.25,754.8,752.5,742.52,"1,179.00",707.5,"1,24,61,404","9,25,28,84,619.50","2,62,830"
30-Jan-25,EQ,709,710.7,683.2,752.5,699.95,696.85,698.51,"1,179.00",683.2,"5,93,90,998","41,48,53,71,859.15","10,94,810"
31-Jan-25,EQ,706,717,696.45,696.85,715.7,716.1,707.31,"1,179.00",683.2,"1,91,57,717","13,55,03,96,657.95","3,40,074"
1-Feb-25,EQ,719.5,724.75,700.9,716.1,705.9,706.55,711.99,"1,179.00",683.2,"1,40,87,493","10,03,02,02,387.80","2,97,568"
3-Feb-25,EQ,700,700,686,706.55,687.65,687.45,689.57,"1,179.00",683.2,"1,78,06,760","12,27,89,28,075.05","4,94,904"
4-Feb-25,EQ,696.3,713.35,693.75,687.45,709.55,710.55,706.45,"1,179.00",683.2,"1,67,92,005","11,86,26,52,772.55","2,92,952"
5-Feb-25,EQ,711,725.45,710.7,710.55,716.95,717.05,719.3,"1,179.00",683.2,"1,29,07,325","9,28,41,96,893.55","2,41,395"
6-Feb-25,EQ,723,723.4,708.15,717.05,710.9,709.65,713.94,"1,179.00",683.2,"1,00,16,927","7,15,15,03,773.75","1,91,132"
7-Feb-25,EQ,711,715.95,703.1,709.65,706.75,706.75,709.53,"1,179.00",683.2,"1,22,59,132","8,69,81,83,953.95","2,68,831"
10-Feb-25,EQ,709.75,709.9,693.05,706.75,695.6,696,697.76,"1,179.00",683.2,"1,09,81,963","7,66,27,88,415.90","2,38,395"
11-Feb-25,EQ,696,697,675.1,696,677.4,677.75,682.24,"1,179.00",675.1,"1,19,39,990","8,14,59,08,253.10","3,80,683"
12-Feb-25,EQ,680,687.55,667.05,677.75,684.7,684.35,678.94,"1,179.00",667.05,"1,23,12,424","8,35,93,68,147.55","3,03,029"
13-Feb-25,EQ,684.35,693.15,679.35,684.35,683,683.85,686.73,"1,179.00",667.05,"84,90,769","5,83,08,29,633.65","2,05,281"
14-Feb-25,EQ,685.95,690.95,669.15,683.85,678.9,680.65,678.82,"1,179.00",667.05,"99,68,127","6,76,65,24,593.40","2,35,954"
17-Feb-25,EQ,678,690.7,667.05,680.65,686.95,686.6,683.85,"1,179.00",667.05,"1,03,13,575","7,05,29,14,527.20","2,64,623"
18-Feb-25,EQ,686.6,687.95,672.15,686.6,682.5,682.4,678.83,"1,179.00",667.05,"78,10,143","5,30,17,26,210.55","1,95,803"
19-Feb-25,EQ,681.75,690.95,675.05,682.4,681,681,683.71,"1,179.00",667.05,"99,86,815","6,82,81,00,967.10","2,35,012"
20-Feb-25,EQ,680,692.85,675,681,688.4,689.8,686.98,"1,179.00",667.05,"86,73,335","5,95,84,37,587.35","1,89,589"
21-Feb-25,EQ,686,690,671.1,689.8,672.4,673.2,677.59,"1,179.00",667.05,"1,45,77,524","9,87,75,80,675.15","2,90,871"
24-Feb-25,EQ,670,676.6,666,673.2,668.05,668.25,670.93,"1,179.00",666,"88,61,769","5,94,56,19,520.00","2,30,767"
25-Feb-25,EQ,667.75,672.5,660,668.25,660.3,661.6,665.35,"1,179.00",660,"1,02,51,257","6,82,07,22,158.20","2,40,289"
27-Feb-25,EQ,662,665,645.65,661.6,647.75,648.55,652.54,"1,179.00",645.65,"1,22,81,857","8,01,43,42,947.55","2,54,682"
28-Feb-25,EQ,645,645,618.45,648.55,620.7,620.65,628.1,"1,179.00",618.45,"2,04,77,619","12,86,20,79,147.25","4,66,703"
3-Mar-25,EQ,620.65,626.85,606.3,620.65,621.4,621.15,617.8,"1,179.00",606.3,"1,83,62,700","11,34,45,11,958.80","3,51,446"
4-Mar-25,EQ,613.45,629.15,613,621.15,619.5,619.2,621.45,"1,179.00",606.3,"1,18,78,225","7,38,17,68,453.30","2,50,241"
5-Mar-25,EQ,619,641.6,618.6,619.2,641.6,640.8,634.35,"1,179.00",606.3,"1,23,73,061","7,84,88,43,672.85","2,54,485"
6-Mar-25,EQ,653.25,655.95,635.6,640.8,638.9,639.65,641.31,"1,179.00",606.3,"1,69,91,501","10,89,68,42,798.80","3,06,481"
7-Mar-25,EQ,640,651.5,635,639.65,647.5,648.3,646.83,"1,179.00",606.3,"1,01,23,450","6,54,81,99,926.05","1,88,802"
10-Mar-25,EQ,648.3,654.25,643.35,648.3,646.25,648.15,648.76,"1,179.00",606.3,"1,03,09,166","6,68,81,54,028.35","1,91,705"
11-Mar-25,EQ,640,651.15,638.45,648.15,648.9,648.05,646.66,"1,179.00",606.3,"95,34,750","6,16,57,16,173.40","1,73,182"
12-Mar-25,EQ,654.5,671.9,652.25,648.05,668.15,668.3,665.67,"1,179.00",606.3,"1,87,32,785","12,46,99,05,999.05","2,93,574"
13-Mar-25,EQ,670.65,671.85,649.6,668.3,654.7,655.5,658.17,"1,179.00",606.3,"1,40,04,345","9,21,72,99,961.95","2,08,418"
17-Mar-25,EQ,665.05,666.45,657.45,655.5,660.1,661.05,661.92,"1,179.00",606.3,"91,74,408","6,07,27,11,007.95","1,80,213"
18-Mar-25,EQ,665,681.7,663.9,661.05,678.8,680.05,674.98,"1,179.00",606.3,"1,12,36,084","7,58,40,98,238.35","2,01,406"
19-Mar-25,EQ,685.4,685.75,678.55,680.05,681.05,682.25,681.69,"1,179.00",606.3,"93,38,414","6,36,58,82,253.00","1,81,525"
